Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.89
Cabeza puntual retorno,Cu 324.75,0.936
Celda #(F1+F2),Cu 324.75,0.881
Puntual Noroeste,Cu 324.75,1.338
Tubo 3,Cu 324.75,0.997
NE Tubo 2,Cu 324.75,0.385
NE Tubo 4,Cu 324.75,2.223
Especial 1,Cu 324.75,0.062
Especial 2,Cu 324.75,0.042
Especial 3,Cu 324.75,0.051
Especial 4,Cu 324.75,0.043
Especial 5,Cu 324.75,0.048
Comp. Cola Columna,Cu 324.75,0.807
Barren,Cu 324.75,1.129
Barren Patios,Cu 324.75,0.853
NE Tubo 1,Cu 324.75,0.26
NE Tubo 5,Cu 324.75,0.031
NE Tubo 6,Cu 324.75,0.11
NE Tubo 7,Cu 324.75,3.849
Celda # 11-A,Cu 324.75,0.061
Celda # 11-B,Cu 324.75,0.048
Celda # 11-C,Cu 324.75,0.044
Celda # 6-F2,Cu 324.75,0.043
Celda #5-9,Cu 324.75,0.039
