Analista,,,,,,,,,,
Fecha de inicio,22/07/2022 03:25,,,,,,,,,
Hoja de trabajo,Ec000098-re,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,CERO CAL,0,,mg/L,>100,0,0,0.0002,0,-0.0002
Au,PATRÓN 1,0.5,,mg/L,1.1,0.0149,-0.0007,0.0149,0.0147,0.015
Au,PATRÓN 2,1,,mg/L,0.9,0.0295,-0.0001,0.0295,0.0298,0.0293
Au,PATRÓN 3,2,,mg/L,0.9,0.0641,-0.0035,0.0643,0.0645,0.0634
Au,PATRÓN 4,5,,mg/L,1,0.1545,-0.0028,0.1528,0.1547,0.1559
Au,PATRÓN 5,10,,mg/L,0.8,0.3048,-0.0024,0.3075,0.3035,0.3035
Au,BLANCO REACTIVO,0,,mg/L,2.1,0.0032,-0.0044,0.0032,0.0033,0.0032
Au,PATRON,0.4969,,mg/L,1.7,0.0149,-0.0078,0.0152,0.0148,0.0147
Au,BLANCO,-0.0092,,mg/L,>100,-0.0003,-0.0075,-0.0006,0,-0.0002
Au,EC000016-101,0.0645,,mg/L,3,0.0082,-0.0069,0.0084,0.0084,0.008
Au,EC000020-023,0.1448,,mg/L,1.6,0.0186,-0.0068,0.019,0.0184,0.0186
Au,EC000021-016,0.0112,,mg/L,9.8,0.0014,-0.0058,0.0015,0.0013,0.0015
Au,EC000030-042,0.2143,,mg/L,0.5,0.0277,-0.0071,0.0276,0.0278,0.0279
Au,EC000032-038,0.0033,,mg/L,>100,0.0004,-0.0073,0.0006,-0.0001,0.0007
Au,EC000036-034,0.4877,,mg/L,1.2,0.0643,-0.0063,0.0643,0.0651,0.0635
Au,EC000036-035,0.1136,,mg/L,1.2,0.0146,-0.008,0.0148,0.0146,0.0144
Au,EC000038-003,0.1535,,mg/L,1.6,0.0198,-0.0079,0.0201,0.0198,0.0195
Au,EC000041-022,0.1037,,mg/L,1.1,0.0133,-0.0075,0.0135,0.0132,0.0133
Au,EC000042-022,0.1,,mg/L,4.6,0.0128,-0.0072,0.0122,0.0133,0.013
Au,EC000042-035,0.1893,,mg/L,1.2,0.0244,-0.0067,0.0242,0.0243,0.0248
Au,EC000042-038,0.2486,,mg/L,0.3,0.0323,-0.0069,0.0322,0.0322,0.0324
Au,EC000042-040,0.0032,,mg/L,49.1,0.0004,-0.008,0.0005,0.0002,0.0005
Au,EC000042-042,0.0829,,mg/L,1.2,0.0106,-0.0075,0.0105,0.0106,0.0107
Au,EC000045-051,0.1627,,mg/L,2.7,0.021,-0.0073,0.0215,0.021,0.0204
Au,PATRON,0.5042,,mg/L,1.9,0.0151,-0.0076,0.0148,0.0154,0.0151
Au,BLANCO,0.0043,,mg/L,>100,0.0001,-0.008,-0.0001,-0.0002,0.0007
Au,BLANCO REACTIVO,0,,mg/L,5.8,0.0031,-0.0041,0.003,0.0032,0.0029
