Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.756
Cabeza puntual retorno,Cu 324.75,0.654
Celda #(F1+F2),Cu 324.75,0.866
Puntual Noroeste,Cu 324.75,0.83
Tubo 3,Cu 324.75,0.431
NE Tubo 2,Cu 324.75,0.365
NE Tubo 4,Cu 324.75,0.407
Especial 1,Cu 324.75,0.04
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.07
Especial 4,Cu 324.75,0.101
Especial 5,Cu 324.75,0.069
Columna #1,Cu 324.75,0.602
Columna #2,Cu 324.75,0.515
Columna #3,Cu 324.75,0.438
Columna #4,Cu 324.75,0.397
Columna #5,Cu 324.75,0.356
Comp. Cola Columna,Cu 324.75,0.375
Barren,Cu 324.75,0.543
Barren Patios,Cu 324.75,0.416
NE Tubo 1,Cu 324.75,0.232
NE Tubo 5,Cu 324.75,0.079
NE Tubo 6,Cu 324.75,0.053
NE Tubo 7,Cu 324.75,2.709
Celda # 11-A,Cu 324.75,0.078
Celda # 11-B,Cu 324.75,1.84
Celda # 11-C,Cu 324.75,0.072
Celda #5-9,Cu 324.75,0.029
