Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.343
Cabeza puntual retorno,Cu 324.75,0.245
Celda #(F1+F2),Cu 324.75,0.272
Puntual Noroeste,Cu 324.75,0.245
Tubo 3,Cu 324.75,0.535
NE Tubo 2,Cu 324.75,0.037
NE Tubo 4,Cu 324.75,0.025
Especial 1,Cu 324.75,0.025
Especial 2,Cu 324.75,0.013
Especial 3,Cu 324.75,0.098
Especial 4,Cu 324.75,0.087
Especial 5,Cu 324.75,0.049
Columna #1,Cu 324.75,0.26
Columna #2,Cu 324.75,0.269
Columna #3,Cu 324.75,0.26
Columna #4,Cu 324.75,0.261
Columna #5,Cu 324.75,0.265
Comp. Cola Columna,Cu 324.75,0.382
Barren,Cu 324.75,0.363
Barren Patios,Cu 324.75,0.255
NE Tubo 1,Cu 324.75,0.039
NE Tubo 5,Cu 324.75,0.049
NE Tubo 6,Cu 324.75,0.022
NE Tubo 7,Cu 324.75,0.276
Celda # 11-A,Cu 324.75,0.067
Celda # 11-B,Cu 324.75,0.027
Celda # 11-C,Cu 324.75,0.065
Celda #5-9,Cu 324.75,0.544
