Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.838
Comp. Cola Columna,Cu 324.75,2.155
Barren,Cu 324.75,1.867
Cabeza puntual retorno,Cu 324.75,1.817
Celda # 11-A,Cu 324.75,1.112
Celda # 11-B,Cu 324.75,2.077
Celda # 11-C,Cu 324.75,5.499
Celda #5-9,Cu 324.75,3.461
Celda #(F1+F2),Cu 324.75,1.829
NE Tubo 1,Cu 324.75,0.03
NE Tubo 2,Cu 324.75,0.937
NE Tubo 4,Cu 324.75,3.231
NE Tubo 5,Cu 324.75,3.82
NE Tubo 6,Cu 324.75,2.323
NE Tubo 7,Cu 324.75,2.748
Puntual Noroeste,Cu 324.75,1.778
Barren Patios,Cu 324.75,1.85
Tubo 3,Cu 324.75,0.193
Especial 1,Cu 324.75,0.272
Especial 2,Cu 324.75,0.031
Especial 3,Cu 324.75,0.048
Especial 4,Cu 324.75,0.122
Especial 5,Cu 324.75,0.062
Especial 6,Cu 324.75,0.027
Columna #1,Cu 324.75,1.878
Columna #2,Cu 324.75,1.933
Columna #3,Cu 324.75,1.986
Columna #4,Cu 324.75,1.988
Columna #5,Cu 324.75,2.038
