Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.212
Cabeza puntual retorno,Au 242.80,0.213
Celda #(F1+F2),Au 242.80,0.223
Puntual Noroeste,Au 242.80,0.185
Tubo 3,Au 242.80,0.265
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.015
Celda # 11-A,Au 242.80,0.032
Celda # 11-B,Au 242.80,0.013
Celda # 11-C,Au 242.80,0.015
Celda #5-9,Au 242.80,0.088
NE Tubo 1,Au 242.80,0.828
NE Tubo 2,Au 242.80,0.163
NE Tubo 4,Au 242.80,0.035
NE Tubo 5,Au 242.80,0.018
NE Tubo 6,Au 242.80,0.011
NE Tubo 7,Au 242.80,0.300
Especial 1,Au 242.80,0.205
Especial 2,Au 242.80,0.072
Especial 3,Au 242.80,0.019
Especial 4,Au 242.80,0.016
Especial 5,Au 242.80,0.205
Columna #1,Au 242.80,0.109
Columna #2,Au 242.80,0.069
Columna #3,Au 242.80,0.026
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.005
