Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.405
Comp. Cola Columna,Cu 324.75,0.242
Barren,Cu 324.75,0.346
Cabeza puntual retorno,Cu 324.75,0.365
Celda # 11-A,Cu 324.75,0.048
Celda # 11-B,Cu 324.75,1.067
Celda # 11-C,Cu 324.75,0.058
Celda #5-9,Cu 324.75,0.019
Celda #(F1+F2),Cu 324.75,0.5
NE Tubo 1,Cu 324.75,0.43
NE Tubo 2,Cu 324.75,0.371
NE Tubo 4,Cu 324.75,0.885
NE Tubo 5,Cu 324.75,0.06
NE Tubo 6,Cu 324.75,0.044
NE Tubo 7,Cu 324.75,1.923
Puntual Noroeste,Cu 324.75,0.778
Barren Patios,Cu 324.75,0.4
Tubo 3,Cu 324.75,0.508
Especial 1,Cu 324.75,0.091
Especial 2,Cu 324.75,0.087
Especial 3,Cu 324.75,0.127
Especial 4,Cu 324.75,0.106
Especial 5,Cu 324.75,0.112
