Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.447
Columna #2,Cu 324.75,0.384
Columna #3,Cu 324.75,0.330
Columna #4,Cu 324.75,0.262
Columna #5,Cu 324.75,0.228
Comp. Cabeza Columna,Cu 324.75,0.511
Comp. Cola Columna,Cu 324.75,0.247
Barren,Cu 324.75,0.251
Cabeza puntual retorno,Cu 324.75,0.502
Celda # 11-A,Cu 324.75,0.091
Celda # 11-B,Cu 324.75,0.209
Celda # 11-C,Cu 324.75,0.044
Celda #5-9,Cu 324.75,0.013
Celda #(F1+F2),Cu 324.75,0.563
NE Tubo 1,Cu 324.75,0.043
NE Tubo 2,Cu 324.75,0.114
NE Tubo 4,Cu 324.75,0.269
NE Tubo 5,Cu 324.75,0.097
NE Tubo 6,Cu 324.75,0.078
Especial 7,Cu 324.75,0.445
Puntual Noroeste,Cu 324.75,0.599
Barren Patios,Cu 324.75,0.292
Especial 1,Cu 324.75,0.053
Especial 2,Cu 324.75,0.062
Especial 3,Cu 324.75,0.126
Especial 4,Cu 324.75,0.126
Especial 5,Cu 324.75,0.092
