Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,3.06
Comp. Cola Columna,Cu 324.75,3.339
Barren,Cu 324.75,3.094
Cabeza puntual retorno,Cu 324.75,3.083
Celda # 11-A,Cu 324.75,0.808
Celda # 11-B,Cu 324.75,0.772
Celda # 11-C,Cu 324.75,2.153
Celda #5-9,Cu 324.75,1.027
Celda #(F1+F2),Cu 324.75,3.491
NE Tubo 1,Cu 324.75,0.054
NE Tubo 2,Cu 324.75,0.03
NE Tubo 4,Cu 324.75,1.754
NE Tubo 5,Cu 324.75,14.33
NE Tubo 6,Cu 324.75,5.537
NE Tubo 7,Cu 324.75,10.68
Puntual Noroeste,Cu 324.75,4.35
Barren Patios,Cu 324.75,3.325
Tubo 3,Cu 324.75,3.722
Especial 1,Cu 324.75,0.159
Especial 2,Cu 324.75,0.06
Especial 3,Cu 324.75,0.922
Especial 4,Cu 324.75,2.484
Especial 5,Cu 324.75,0.065
Especial 6,Cu 324.75,0.024
Columna #1,Cu 324.75,3.397
Columna #2,Cu 324.75,3.381
Columna #3,Cu 324.75,3.317
Columna #4,Cu 324.75,3.356
Columna #5,Cu 324.75,3.356
