Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.304
Comp. Cola Columna,Cu 324.75,0.299
Barren,Cu 324.75,0.377
Cabeza puntual retorno,Cu 324.75,0.336
Celda # 11-A,Cu 324.75,0.381
Celda # 11-B,Cu 324.75,0.139
Celda # 11-C,Cu 324.75,0.085
Celda #5-9,Cu 324.75,0.071
Celda #(F1+F2),Cu 324.75,0.306
NE Tubo 1,Cu 324.75,0.074
NE Tubo 2,Cu 324.75,0.152
NE Tubo 4,Cu 324.75,0.151
NE Tubo 5,Cu 324.75,0.142
NE Tubo 6,Cu 324.75,0.254
NE Tubo 7,Cu 324.75,0.754
Puntual Noroeste,Cu 324.75,0.383
Barren Patios,Cu 324.75,0.403
Tubo 3,Cu 324.75,0.474
Especial 1,Cu 324.75,0.215
Especial 2,Cu 324.75,0.287
Especial 3,Cu 324.75,0.333
Especial 4,Cu 324.75,0.479
Especial 5,Cu 324.75,0.258
Columna #1,Cu 324.75,0.26
Columna #2,Cu 324.75,0.258
Columna #3,Cu 324.75,0.273
Columna #4,Cu 324.75,0.276
Columna #5,Cu 324.75,0.261
