Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,5.994
Columna #2,Cu 324.75,6.107
Columna #3,Cu 324.75,6.072
Columna #4,Cu 324.75,6.104
Columna #5,Cu 324.75,6.025
Comp. Cabeza Columna,Cu 324.75,6.092
Comp. Cola Columna,Cu 324.75,6.207
Barren,Cu 324.75,6.662
Cabeza puntual retorno,Cu 324.75,6.271
Celda # 11-A,Cu 324.75,2.084
Celda # 11-B,Cu 324.75,0.523
Celda # 11-C,Cu 324.75,1.081
Celda #5-9,Cu 324.75,0.953
Celda #(F1+F2),Cu 324.75,6.214
NE Tubo 1,Cu 324.75,0.059
NE Tubo 2,Cu 324.75,0.039
NE Tubo 4,Cu 324.75,0.727
NE Tubo 5,Cu 324.75,6.171
NE Tubo 6,Cu 324.75,1.185
NE Tubo 7,Cu 324.75,18.57
Puntual Noroeste,Cu 324.75,6.307
Barren Patios,Cu 324.75,6.064
Tubo 3,Cu 324.75,0.084
Especial 1,Cu 324.75,0.033
Especial 2,Cu 324.75,0.016
Especial 3,Cu 324.75,0.184
Especial 5,Cu 324.75,0.027
Especial 4,Cu 324.75,0.892
