Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.182
Comp. Cola Columna,Au 242.80,0.034
Barren,Au 242.80,0.035
Cabeza puntual retorno,Au 242.80,0.187
Celda # 11-A,Au 242.80,0.195
Celda # 11-B,Au 242.80,0.22
Celda # 11-C,Au 242.80,0.108
Celda #5-9,Au 242.80,0.012
Celda #(F1+F2),Au 242.80,0.169
NE Tubo 1,Au 242.80,0.135
NE Tubo 2,Au 242.80,0.1
NE Tubo 4,Au 242.80,0.219
NE Tubo 5,Au 242.80,0.218
NE Tubo 6,Au 242.80,0.102
NE Tubo 7,Au 242.80,0.256
Puntual Noroeste,Au 242.80,0.168
Barren Patios,Au 242.80,0.035
Tubo 3,Au 242.80,0.148
Especial 1,Au 242.80,0.038
Especial 2,Au 242.80,0.017
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.01
