Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.056
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.053
Columna #1,Au 242.80,0.044
Columna #2,Au 242.80,0.03
Columna #3,Au 242.80,0.015
Columna #4,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.08
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.016
Celda #5-9,Au 242.80,0.028
Celda #(F1+F2),Au 242.80,0.038
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.008
NE Tubo 4,Au 242.80,0.012
NE Tubo 5,Au 242.80,0.01
NE Tubo 6,Au 242.80,0.049
NE Tubo 7,Au 242.80,0.108
Puntual Noroeste,Au 242.80,0.038
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.064
Especial 1,Au 242.80,0.144
Especial 2,Au 242.80,0.173
Especial 3,Au 242.80,0.03
Especial 4,Au 242.80,0.03
Especial 5,Au 242.80,0.145
