Sample ID,Analyte Name,Reported Conc (Samp)
SA-204-24,Fe,0.062
SA-205-24,Fe,1.255
SA-204-24,Cd,0.09
SA-205-24,Cd,0.047
SA-204-24,Pb,0.013
SA-205-24,Pb,0.606
SA-204-24,Cu,33.44
SA-205-24,Cu,42.77
