Analyst,Elizandell de la Vara,,,,
Date Started,24/6/2023 3:34 AM  GMT: 24/6/2023 3:34 AM,,,,
Worksheet,LC000553-RE_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,                                                                                                                                                                                                                    
Method: Au (Flame),,,,,
,,,,,
24/06/2023,05:34:24 a. m.,PATRON,0.903,,mg/L
24/06/2023,05:34:24 a. m.,BLANCO,0.0096,,mg/L
24/06/2023,05:34:24 a. m.,REAGENT BLANK,0,,mg/L
24/06/2023,05:34:24 a. m.,LC000548-004,0.004331456,,mg/L
24/06/2023,05:34:24 a. m.,PATRON,0.909,,mg/L
