Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.092
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.094
Celda # 11-A,Au 242.80,0.059
Celda # 11-B,Au 242.80,0.024
Celda # 11-C,Au 242.80,0.005
Celda #5-9,Au 242.80,0.038
Celda #(F1+F2),Au 242.80,0.09
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.077
NE Tubo 4,Au 242.80,0.044
NE Tubo 5,Au 242.80,0.018
NE Tubo 6,Au 242.80,0.031
NE Tubo 7,Au 242.80,0.04
Puntual Noroeste,Au 242.80,0.086
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.161
Especial 1,Au 242.80,0.136
Especial 2,Au 242.80,0.026
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.002
Especial 5,Au 242.80,0.034
Especial 6,Au 242.80,0.002
Columna #1,Au 242.80,0.063
Columna #2,Au 242.80,0.041
Columna #3,Au 242.80,0.021
Columna #5,Au 242.80,0.004
