Analista,JCAN,,,,,,,,,
Fecha de inicio,21/01/2023 11:34 p. m.  GMT: 22/01/2023 05:34 a. m.,,,,,,,,,
Hoja de trabajo,SA000108_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5098,,mg/L,2.1,0.0175,-0.0009,0.0179,0.0172,0.0175
,BLANCO,-0.006,,mg/L,>100,-0.0002,0.0003,-0.0003,0.0001,-0.0004
,BLANCO REACTIVO,0,,mg/L,22.7,-0.0004,0.0003,-0.0003,-0.0005,-0.0003
,SA000083-022,0.0368,,mg/L,3,0.0055,0.0003,0.0054,0.0057,0.0054
,SA000083-023,0.0127,,mg/L,11.6,0.0019,0.0005,0.0017,0.0019,0.0022
,SA000083-024,0.0966,,mg/L,3.4,0.0143,0.0005,0.0145,0.0146,0.0137
,SA000083-025,0.1182,,mg/L,1.1,0.0174,0.0006,0.0176,0.0173,0.0173
,SA000083-026,0.0352,,mg/L,2.3,0.0053,0.0003,0.0053,0.0051,0.0054
,PATRON,0.4968,,mg/L,1.1,0.0171,0.0002,0.0172,0.0169,0.0172
,SA000083-027,0.5656,,mg/L,0.7,0.0785,0.0002,0.0778,0.0788,0.0789
,SA000083-028,0.0728,,mg/L,4.4,0.0108,0.0007,0.0103,0.0111,0.0111
,SA000083-029,0.2471,,mg/L,0.5,0.0357,0.0002,0.0356,0.036,0.0357
,SA000084-004,0.3267,,mg/L,1.1,0.0467,0.0005,0.0462,0.0468,0.0472
,SA000084-005,0.1121,,mg/L,2.8,0.0165,0.0005,0.0163,0.0163,0.0171
,PATRON,0.5115,,mg/L,1.6,0.0176,-0.0001,0.0179,0.0174,0.0174
,BLANCO,0.0024,,mg/L,95.7,0.0001,0.0003,0,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,97,-0.0004,0,-0.0001,-0.0003,-0.0008
,SA000084-006,0.0557,,mg/L,3.2,0.0083,0.0001,0.0084,0.0085,0.008
,SA000084-007,0.3691,,mg/L,1.1,0.0525,0.0005,0.0531,0.0525,0.0519
,SA000084-008,0.0646,,mg/L,0.7,0.0096,0.0005,0.0096,0.0097,0.0096
