Analyst,samuel,,,,
Date Started,09/08/2023,,,,
Worksheet,LC000900-RE_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
09/08/2023,05:54:24 a. m.,PATRON,0.903,,mg/L
09/08/2023,05:54:34 a. m.,BLANCO,0.0096,,mg/L
09/08/2023,05:54:44 a. m.,REAGENT BLANK,0,,mg/L
09/08/2023,05:54:54 a. m.,LC000894-021,0.02,,mg/L
09/08/2023,05:55:04 a. m.,LC000894-022,0.04333,,mg/L
09/08/2023,05:55:14 a. m.,LC000894-023,0.02,,mg/L
09/08/2023,05:55:24 a. m.,LC000894-024,0.956258,,mg/L
09/08/2023,05:55:34 a. m.,PATRON,0.901,,mg/L
09/08/2023,05:55:44 a. m.,BLANCO,0.001,,mg/L
09/08/2023,05:55:54 a. m.,REAGENT BLANK,0.001,,mg/L
