Analista,JCAN,,,,,,,
Fecha de inicio,7/8/2022 1:20 AM  GMT: 7/8/2022 6:20 AM,,,,,,,
Hoja de trabajo,SA000032_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,1.0072,,mg/L,0.0971,0.0954,0.0993,0.0965
Ag,BLANCO,0.0009,,mg/L,0.0001,0.0008,-0.0004,-0.0001
Ag,BLANCO REACTIVO,0,,mg/L,0.0011,0.001,0.0009,0.0014
Ag,SA000032-001,1.8531,,mg/L,0.0075,0.0068,0.0082,0.0074
Ag,SA000032-002,1.9817,,mg/L,0.008,0.0079,0.0086,0.0074
Ag,SA000032-003,2.9417,,mg/L,0.0117,0.0113,0.0115,0.0123
Ag,SA000032-004,1.4552,,mg/L,0.0058,0.0057,0.0069,0.0048
Ag,SA000032-005,1.1861,,mg/L,0.0047,0.0045,0.0049,0.0048
Ag,SA000032-006,0.7163,,mg/L,0.0029,0.0033,0.0028,0.0025
Ag,SA000032-007,1.0825,,mg/L,0.0043,0.0042,0.0041,0.0046
Ag,SA000032-008,0.1242,,mg/L,0.0005,0.0005,0.001,0
Ag,SA000032-009,0.2477,,mg/L,0.001,0.0016,0.0006,0.0008
Ag,SA000032-010,-0.0476,,mg/L,-0.0002,-0.0001,-0.0002,-0.0003
Ag,PATRON,1.0241,,mg/L,0.0987,0.0996,0.0975,0.0989
Ag,BLANCO,0.0038,,mg/L,0.0004,0.0002,0.0003,0.0007
Ag,BLANCO REACTIVO,0,,mg/L,0.0007,0.0004,0.0007,0.0011
Ag,SA000032-011,24.7781,,mg/L,0.0987,0.0982,0.0996,0.0983
Ag,SA000032-012,1.6736,,mg/L,0.0067,0.0064,0.0061,0.0076
Ag,SA000032-013,3.4562,,mg/L,0.0137,0.0143,0.0135,0.0134
Ag,SA000032-014,0.0621,,mg/L,0.0003,-0.0006,-0.0002,0.0016
Ag,SA000032-015,4.6875,,mg/L,0.0187,0.0186,0.0189,0.0186
Ag,SA000032-016,4.5674,,mg/L,0.0182,0.0187,0.0176,0.0183
Ag,SA000032-017,2.6618,,mg/L,0.0106,0.0108,0.0108,0.0103
Ag,SA000032-018,1.3638,,mg/L,0.0055,0.0048,0.006,0.0056
Ag,SA000032-019,1.8842,,mg/L,0.0075,0.0072,0.0075,0.0077
Ag,SA000032-020,2.8253,,mg/L,0.0112,0.0107,0.0111,0.0118
Ag,PATRON,1.0229,,mg/L,0.0986,0.0986,0.0974,0.0996
Ag,BLANCO,-0.001,,mg/L,-0.0001,-0.0001,0.0001,-0.0003
Ag,BLANCO REACTIVO,0,,mg/L,0.001,0.0012,0.0011,0.0007
Ag,SA000032-021,2.6776,,mg/L,0.0107,0.0106,0.0107,0.0107
Ag,SA000032-022,3.1739,,mg/L,0.0126,0.0131,0.0122,0.0124
Ag,SA000032-023,2.79,,mg/L,0.0111,0.0104,0.0119,0.011
Ag,SA000032-024,3.1367,,mg/L,0.0124,0.0124,0.0124,0.0124
Ag,SA000032-025,2.7515,,mg/L,0.0111,0.0114,0.0114,0.0105
Ag,SA000032-026,3.2027,,mg/L,0.0127,0.0134,0.0123,0.0125
Ag,SA000032-027,1.5237,,mg/L,0.0061,0.0064,0.0061,0.0057
Ag,SA000032-028,1.5175,,mg/L,0.0061,0.0064,0.0055,0.0063
Ag,SA000032-029,1.0442,,mg/L,0.0042,0.0045,0.0036,0.0044
Ag,SA000032-030,3.0422,,mg/L,0.0121,0.0122,0.0121,0.0121
Ag,PATRON,0.9971,,mg/L,0.0961,0.1002,0.0989,0.0893
Ag,BLANCO,-0.0002,,mg/L,0,-0.0002,0.0003,-0.0002
Ag,BLANCO REACTIVO,0,,mg/L,0.0012,0.0008,0.001,0.0017
Ag,SA000032-031,2.5474,,mg/L,0.0101,0.0099,0.0107,0.0097
Ag,SA000032-032,3.2828,,mg/L,0.0131,0.0129,0.0145,0.0118
Ag,SA000032-033,0.2113,,mg/L,0.0008,0.0004,0.0005,0.0016
Ag,SA000032-034,0.0813,,mg/L,0.0003,0.0006,0.0001,0.0003
Ag,SA000032-035,2.6636,,mg/L,0.0107,0.0108,0.0105,0.0108
Ag,SA000032-036,3.408,,mg/L,0.0138,0.0138,0.014,0.0135
Ag,SA000032-037,0.9719,,mg/L,0.0039,0.0047,0.0039,0.0033
Ag,SA000032-038,0.0959,,mg/L,0.0004,0.0004,0.0009,-0.0002
Ag,SA000032-039,1.0141,,mg/L,0.004,0.0035,0.0041,0.0045
Ag,SA000032-040,1.1455,,mg/L,0.0046,0.0043,0.0044,0.0051
Ag,PATRON,1.0105,,mg/L,0.0974,0.0953,0.0992,0.0976
Ag,BLANCO,0.0027,,mg/L,0.0003,0.0004,0.0001,0.0003
Ag,BLANCO REACTIVO,0,,mg/L,0.0014,0.0017,0.0007,0.0018
Ag,SA000032-041,1.8568,,mg/L,0.0074,0.0077,0.0073,0.0071
Ag,SA000032-042,0.8742,,mg/L,0.0035,0.0035,0.0032,0.0038
Ag,SA000032-043,2.2296,,mg/L,0.0089,0.0089,0.0088,0.0091
Ag,SA000032-044,2.5708,,mg/L,0.0106,0.0107,0.0113,0.0097
Ag,SA000032-045,2.2156,,mg/L,0.0088,0.0088,0.0096,0.0081
Ag,SA000032-046,2.2726,,mg/L,0.009,0.0089,0.0091,0.0092
Ag,SA000032-047,4.1519,,mg/L,0.0164,0.0167,0.0163,0.0162
Ag,SA000032-048,-0.0407,,mg/L,-0.0002,-0.0001,-0.0003,-0.0001
Ag,SA000032-049,1.6319,,mg/L,0.0065,0.0075,0.0062,0.0058
Ag,SA000032-050,0.9717,,mg/L,0.0039,0.0037,0.0033,0.0047
Ag,PATRON,1.0059,,mg/L,0.097,0.0999,0.0947,0.0962
Ag,BLANCO,-0.0038,,mg/L,-0.0004,-0.0004,-0.001,0.0002
Ag,BLANCO REACTIVO,0,,mg/L,0.0011,0.001,0.0016,0.0006
Ag,SA000032-051,1.1016,,mg/L,0.0044,0.0047,0.0045,0.0041
Ag,SA000032-052,1.0084,,mg/L,0.0041,0.0035,0.0044,0.0043
Ag,SA000032-053,1.6007,,mg/L,0.0064,0.006,0.0069,0.0063
Ag,SA000032-054,24.8455,,mg/L,0.0966,0.0958,0.0956,0.0985
Ag,SA000032-055,1.0987,,mg/L,0.0044,0.0054,0.004,0.0039
Ag,SA000032-056,1.2525,,mg/L,0.005,0.0052,0.0047,0.0051
Ag,SA000032-057,1.7776,,mg/L,0.0071,0.0077,0.007,0.0068
Ag,SA000032-058,1.2251,,mg/L,0.0049,0.0049,0.0048,0.0052
Ag,SA000032-059,1.407,,mg/L,0.0057,0.0064,0.0051,0.0055
Ag,SA000032-060,1.347,,mg/L,0.0054,0.0049,0.0043,0.0069
Ag,PATRON,1.0059,,mg/L,0.097,0.0999,0.0947,0.0962
Ag,BLANCO,-0.0038,,mg/L,-0.0004,-0.0004,-0.001,0.0002
Ag,BLANCO REACTIVO,0,,mg/L,0.0011,0.001,0.0016,0.0006
