Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.096
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda #5-9,Au 242.80,0.042
Celda #(F1+F2),Au 242.80,0.102
NE Tubo 1,Au 242.80,0.018
NE Tubo 2,Au 242.80,0.171
NE Tubo 4,Au 242.80,0.137
NE Tubo 5,Au 242.80,0.138
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.038
Puntual Noroeste,Au 242.80,0.1
Barren Patios,Au 242.80,0.005
Tubo 3,Au 242.80,0.068
Especial 1,Au 242.80,0.049
Especial 2,Au 242.80,0.043
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.056
Especial 6,Au 242.80,0.005
Columna #1,Au 242.80,0.061
Columna #2,Au 242.80,0.047
Columna #3,Au 242.80,0.019
Columna #4,Au 242.80,0.009
Columna #5,Au 242.80,0.005
