Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.086
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.087
Columna #1,Au 242.80,0.074
Columna #2,Au 242.80,0.045
Columna #3,Au 242.80,0.034
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.01
Celda # 11-A,Au 242.80,0.061
Celda # 11-B,Au 242.80,0.012
Celda # 11-C,Au 242.80,0.115
Celda #5-9,Au 242.80,0.157
Celda #(F1+F2),Au 242.80,0.061
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.06
NE Tubo 4,Au 242.80,0.096
NE Tubo 5,Au 242.80,0.064
NE Tubo 6,Au 242.80,0.05
NE Tubo 7,Au 242.80,0.051
Puntual Noroeste,Au 242.80,0.061
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.038
Especial 1,Au 242.80,0.338
Especial 2,Au 242.80,0.263
Especial 3,Au 242.80,0.055
Especial 4,Au 242.80,0.132
Especial 5,Au 242.80,0.18
