Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,5.431
Comp. Cola Columna,Cu 324.75,4.854
Barren,Cu 324.75,4.357
Cabeza puntual retorno,Cu 324.75,5.369
Celda # 11-A,Cu 324.75,1.442
Celda # 11-B,Cu 324.75,0.515
Celda # 11-C,Cu 324.75,1.410
Celda # 6-F2,Cu 324.75,0.024
Celda #5-9,Cu 324.75,1.425
Celda #(F1+F2),Cu 324.75,6.274
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.052
NE Tubo 4,Cu 324.75,0.743
NE Tubo 5,Cu 324.75,11.06
NE Tubo 6,Cu 324.75,3.096
NE Tubo 7,Cu 324.75,18.65
Puntual Noroeste,Cu 324.75,5.733
Barren Patios,Cu 324.75,4.662
Tubo 3,Cu 324.75,5.034
Especial 1,Cu 324.75,0.068
Especial 2,Cu 324.75,0.032
Especial 3,Cu 324.75,0.225
Especial 4,Cu 324.75,1.101
Especial 5,Cu 324.75,0.196
