Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.104
Cabeza puntual retorno,Cu 324.75,2.063
Celda #(F1+F2),Cu 324.75,1.769
Puntual Noroeste,Cu 324.75,1.793
Tubo 3,Cu 324.75,1.323
Comp. Cola Columna,Cu 324.75,2.525
Barren,Cu 324.75,2.407
Celda # 11-A,Cu 324.75,0.205
Celda # 11-B,Cu 324.75,0.126
Celda # 11-C,Cu 324.75,2.009
Celda # 6-F2,Cu 324.75,0.108
Celda #5-9,Cu 324.75,0.2
NE Tubo 1,Cu 324.75,0.113
NE Tubo 2,Cu 324.75,0.141
NE Tubo 4,Cu 324.75,1.712
NE Tubo 5,Cu 324.75,1.102
NE Tubo 6,Cu 324.75,0.187
NE Tubo 7,Cu 324.75,4.558
Barren Patios,Cu 324.75,2.492
Especial 1,Cu 324.75,0.172
Especial 2,Cu 324.75,0.126
Especial 3,Cu 324.75,0.224
Especial 4,Cu 324.75,0.307
Especial 5,Cu 324.75,0.159
