Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.392
Comp. Cola Columna,Cu 324.75,0.956
Barren,Cu 324.75,1.014
Cabeza puntual retorno,Cu 324.75,1.401
Celda # 11-A,Cu 324.75,6.629
Celda # 11-B,Cu 324.75,0.198
Celda # 11-C,Cu 324.75,0.145
Celda #5-9,Cu 324.75,0.076
Celda #(F1+F2),Cu 324.75,1.216
NE Tubo 1,Cu 324.75,0.078
NE Tubo 2,Cu 324.75,0.204
NE Tubo 4,Cu 324.75,0.179
NE Tubo 5,Cu 324.75,0.127
NE Tubo 6,Cu 324.75,0.157
NE Tubo 7,Cu 324.75,0.26
Puntual Noroeste,Cu 324.75,1.196
Barren Patios,Cu 324.75,1.009
Tubo 3,Cu 324.75,3.62
Especial 1,Cu 324.75,0.32
Especial 2,Cu 324.75,0.071
Especial 3,Cu 324.75,3.755
Especial 4,Cu 324.75,5.787
Especial 5,Cu 324.75,0.101
Sample029,Cu 324.75,0.07
Columna #1,Cu 324.75,1.286
Columna #2,Cu 324.75,1.188
Columna #3,Cu 324.75,1.095
Columna #4,Cu 324.75,1.042
Columna #5,Cu 324.75,0.908
