Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.1
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.017
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.056
Celda # 11-B,Au 242.80,0.035
Celda # 11-C,Au 242.80,0.002
Celda # 6-F2,Au 242.80,0.014
Celda #5-9,Au 242.80,0.015
Celda #(F1+F2),Au 242.80,0.11
NE Tubo 2,Au 242.80,0.094
NE Tubo 4,Au 242.80,0.038
NE Tubo 5,Au 242.80,0.03
NE Tubo 6,Au 242.80,0.064
NE Tubo 7,Au 242.80,0.068
Puntual Noroeste,Au 242.80,0.098
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.128
Especial 1,Au 242.80,0.068
Especial 2,Au 242.80,0.042
Especial 3,Au 242.80,0.05
Especial 4,Au 242.80,0.055
Especial 5,Au 242.80,0.027
NE Tubo 1,Au 242.80,0.003
