Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.142
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.003
Cabeza puntual retorno,Au 242.80,0.140
Celda # 11-A,Au 242.80,0.031
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.020
Celda #5-9,Au 242.80,0.095
Celda #(F1+F2),Au 242.80,0.154
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.081
NE Tubo 4,Au 242.80,0.082
NE Tubo 5,Au 242.80,0.235
NE Tubo 6,Au 242.80,0.126
NE Tubo 7,Au 242.80,0.294
Puntual Noroeste,Au 242.80,0.152
Barren Patios,Au 242.80,0.004
Tubo 3,Au 242.80,0.174
Especial 1,Au 242.80,0.032
Especial 2,Au 242.80,0.065
Especial 3,Au 242.80,0.038
Especial 4,Au 242.80,0.078
Especial 5,Au 242.80,0.086
