Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.459
Comp. Cola Columna,Ag 328.07,0.237
Barren,Ag 328.07,0.244
Cabeza puntual retorno,Ag 328.07,0.494
Celda # 11-A,Ag 328.07,0.028
Celda # 11-B,Ag 328.07,0.404
Celda # 11-C,Ag 328.07,0.021
Celda # 6-F2,Ag 328.07,0.226
Celda #5-9,Ag 328.07,0.020
Celda #(F1+F2),Ag 328.07,0.554
NE Tubo 1,Ag 328.07,0.311
NE Tubo 2,Ag 328.07,0.109
NE Tubo 4,Ag 328.07,0.601
NE Tubo 5,Ag 328.07,0.118
NE Tubo 6,Ag 328.07,0.012
NE Tubo 7,Ag 328.07,0.798
Puntual Noroeste,Ag 328.07,0.545
Barren Patios,Ag 328.07,0.229
Especial 1,Ag 328.07,0.017
Especial 2,Ag 328.07,0.019
Especial 3,Ag 328.07,0.013
Especial 4,Ag 328.07,0.016
Especial 5,Ag 328.07,0.021
