Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.472
Cabeza puntual retorno,Cu 324.75,0.398
Celda #(F1+F2),Cu 324.75,0.53
Puntual Noroeste,Cu 324.75,0.318
Tubo 3,Cu 324.75,0.192
NE Tubo 2,Cu 324.75,2.606
NE Tubo 4,Cu 324.75,0.049
Especial 1,Cu 324.75,0.033
Especial 2,Cu 324.75,0.046
Especial 3,Cu 324.75,0.081
Especial 4,Cu 324.75,0.078
Especial 5,Cu 324.75,0.081
Comp. Cola Columna,Cu 324.75,0.618
Barren,Cu 324.75,0.565
Barren Patios,Cu 324.75,0.523
NE Tubo 1,Cu 324.75,0.054
NE Tubo 5,Cu 324.75,0.059
NE Tubo 6,Cu 324.75,0.047
NE Tubo 7,Cu 324.75,0.218
Celda # 11-A,Cu 324.75,0.162
Celda # 11-B,Cu 324.75,0.225
Celda # 11-C,Cu 324.75,0.112
Celda # 6-F2,Cu 324.75,1.149
Celda #5-9,Cu 324.75,0.339
