Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.327
Cabeza puntual retorno,Cu 324.75,0.349
Celda #(F1+F2),Cu 324.75,0.358
Puntual Noroeste,Cu 324.75,0.371
Tubo 3,Cu 324.75,0.452
NE Tubo 2,Cu 324.75,0.077
NE Tubo 4,Cu 324.75,0.147
Especial 1,Cu 324.75,0.077
Especial 2,Cu 324.75,0.064
Especial 3,Cu 324.75,0.284
Especial 4,Cu 324.75,0.295
Especial 5,Cu 324.75,0.048
Comp. Cola Columna,Cu 324.75,0.36
Barren,Cu 324.75,0.437
Barren Patios,Cu 324.75,0.359
NE Tubo 1,Cu 324.75,0.069
NE Tubo 5,Cu 324.75,0.087
NE Tubo 6,Cu 324.75,0.075
NE Tubo 7,Cu 324.75,1.023
Celda # 11-A,Cu 324.75,0.171
Celda # 11-B,Cu 324.75,0.1
Celda # 11-C,Cu 324.75,0.14
Celda # 6-F2,Cu 324.75,0.312
Celda #5-9,Cu 324.75,0.26
