Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.100
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.017
Cabeza puntual retorno,Au 242.80,0.101
Celda # 11-A,Au 242.80,0.084
Celda # 11-B,Au 242.80,0.037
Celda # 11-C,Au 242.80,0.01
Celda # 6-F2,Au 242.80,0.079
Celda #5-9,Au 242.80,0.053
Celda #(F1+F2),Au 242.80,0.101
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.056
NE Tubo 4,Au 242.80,0.071
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.027
NE Tubo 7,Au 242.80,0.078
Puntual Noroeste,Au 242.80,0.101
Barren Patios,Au 242.80,0.014
Tubo 3,Au 242.80,0.149
Especial 1,Au 242.80,0.107
Especial 2,Au 242.80,0.041
Especial 3,Au 242.80,0.015
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.032
Especial 6,Au 242.80,0.004
