Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.504
Comp. Cola Columna,Cu 324.75,2.329
Barren,Cu 324.75,2.667
Cabeza puntual retorno,Cu 324.75,2.457
Celda # 11-A,Cu 324.75,5.016
Celda # 11-B,Cu 324.75,27.28
Celda # 11-C,Cu 324.75,19.90
Celda # 6-F2,Cu 324.75,3.295
Celda #5-9,Cu 324.75,-0.001
Celda #(F1+F2),Cu 324.75,0.834
NE Tubo 1,Cu 324.75,10.82
NE Tubo 2,Cu 324.75,0.652
NE Tubo 2,Cu 324.75,0.500
NE Tubo 4,Cu 324.75,0.764
NE Tubo 5,Cu 324.75,0.171
NE Tubo 6,Cu 324.75,0.263
NE Tubo 7,Cu 324.75,0.957
Puntual Noroeste,Cu 324.75,0.743
Barren Patios,Cu 324.75,2.750
Tubo 3,Cu 324.75,0.838
Especial 1,Cu 324.75,0.067
Especial 2,Cu 324.75,0.057
Especial 3,Cu 324.75,0.094
Especial 4,Cu 324.75,0.099
Especial 5,Cu 324.75,0.058
Especial 6,Cu 324.75,0.067
