Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.392
Comp. Cola Columna,Ag 328.07,0.126
Barren,Ag 328.07,0.169
Cabeza puntual retorno,Ag 328.07,0.373
Columna #1,Ag 328.07,0.304
Columna #2,Ag 328.07,0.269
Columna #3,Ag 328.07,0.212
Columna #4,Ag 328.07,0.152
Columna #5,Ag 328.07,0.097
Celda # 11-A,Ag 328.07,0.038
Celda # 11-B,Ag 328.07,0.041
Celda # 11-C,Ag 328.07,0.359
Celda #5-9,Ag 328.07,1.977
Celda #(F1+F2),Ag 328.07,0.243
NE Tubo 1,Ag 328.07,0.03
NE Tubo 2,Ag 328.07,0.355
NE Tubo 4,Ag 328.07,0.101
NE Tubo 5,Ag 328.07,0.081
NE Tubo 6,Ag 328.07,0.031
NE Tubo 7,Ag 328.07,0.13
Puntual Noroeste,Ag 328.07,0.145
Barren Patios,Ag 328.07,0.115
Tubo 3,Ag 328.07,0.13
Especial 1,Ag 328.07,2.179
Especial 2,Ag 328.07,2.868
Especial 3,Ag 328.07,0.102
Especial 4,Ag 328.07,0.065
Especial 5,Ag 328.07,1.965
Barren 2,Ag 328.07,0.193
