Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.521
Cabeza puntual retorno,Cu 324.75,0.533
Celda #(F1+F2),Cu 324.75,0.562
Especial 1,Cu 324.75,0.064
Especial 2,Cu 324.75,0.054
Especial 3,Cu 324.75,0.125
Especial 4,Cu 324.75,0.137
Especial 5,Cu 324.75,0.08
Comp. Cola Columna,Cu 324.75,0.574
Barren,Cu 324.75,0.516
Celda # 11-A,Cu 324.75,0.102
Celda # 11-B,Cu 324.75,0.204
Celda # 11-C,Cu 324.75,0.106
Celda #5-9,Cu 324.75,0.333
Puntual Noroeste,Cu 324.75,0.382
Tubo 3,Cu 324.75,0.782
NE Tubo 2,Cu 324.75,0.048
NE Tubo 4,Cu 324.75,0.115
Barren Patios,Cu 324.75,0.532
NE Tubo 1,Cu 324.75,0.047
NE Tubo 5,Cu 324.75,0.026
NE Tubo 6,Cu 324.75,0.024
NE Tubo 7,Cu 324.75,0.196
Celda # 6-F2,Cu 324.75,1.759
