Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.341
Comp. Cola Columna,Ag 328.07,0.188
Barren,Ag 328.07,0.2
Cabeza puntual retorno,Ag 328.07,0.339
Celda # 11-A,Ag 328.07,0.025
Celda # 11-B,Ag 328.07,0.509
Celda # 11-C,Ag 328.07,0.022
Celda # 6-F2,Ag 328.07,0.04
Celda #5-9,Ag 328.07,0.021
Celda #(F1+F2),Ag 328.07,0.326
NE Tubo 1,Ag 328.07,0.467
NE Tubo 2,Ag 328.07,0.154
NE Tubo 4,Ag 328.07,0.653
NE Tubo 5,Ag 328.07,0.124
NE Tubo 6,Ag 328.07,0.018
NE Tubo 7,Ag 328.07,0.653
Puntual Noroeste,Ag 328.07,0.485
Barren Patios,Ag 328.07,0.198
Tubo 3,Ag 328.07,0.555
Especial 1,Ag 328.07,0.025
Especial 2,Ag 328.07,0.025
Especial 3,Ag 328.07,0.022
Especial 4,Ag 328.07,0.024
Especial 5,Ag 328.07,0.028
