Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.453
Columna #2,Cu 324.75,1.526
Columna #3,Cu 324.75,1.497
Columna #4,Cu 324.75,1.546
Columna #5,Cu 324.75,1.518
Comp. Cabeza Columna,Cu 324.75,1.432
Comp. Cola Columna,Cu 324.75,1.423
Barren,Cu 324.75,1.326
Cabeza puntual retorno,Cu 324.75,1.379
Celda # 11-A,Cu 324.75,1.064
Celda # 11-B,Cu 324.75,0.812
Celda # 11-C,Cu 324.75,0.355
Celda #5-9,Cu 324.75,2.792
Celda #(F1+F2),Cu 324.75,1.148
NE Tubo 1,Cu 324.75,0.086
NE Tubo 2,Cu 324.75,0.192
NE Tubo 4,Cu 324.75,0.391
NE Tubo 5,Cu 324.75,0.427
NE Tubo 6,Cu 324.75,1.267
NE Tubo 7,Cu 324.75,5.472
Puntual Noroeste,Cu 324.75,1.477
Barren Patios,Cu 324.75,1.426
Tubo 3,Cu 324.75,0.650
Especial 1,Cu 324.75,0.798
Especial 2,Cu 324.75,0.120
Especial 3,Cu 324.75,0.110
Especial 4,Cu 324.75,0.136
Especial 5,Cu 324.75,0.139
