Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.175
Comp. Cola Columna,Cu 324.75,0.24
Barren,Cu 324.75,0.253
Cabeza puntual retorno,Cu 324.75,0.158
Celda # 11-A,Cu 324.75,0.234
Celda # 11-B,Cu 324.75,0.093
Celda # 11-C,Cu 324.75,0.054
Celda #5-9,Cu 324.75,0.043
Celda #(F1+F2),Cu 324.75,0.156
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.091
NE Tubo 4,Cu 324.75,0.075
NE Tubo 5,Cu 324.75,0.092
NE Tubo 6,Cu 324.75,0.3
NE Tubo 7,Cu 324.75,0.241
Puntual Noroeste,Cu 324.75,0.164
Barren Patios,Cu 324.75,0.202
Tubo 3,Cu 324.75,0.22
Especial 1,Cu 324.75,0.071
Especial 2,Cu 324.75,0.035
Especial 3,Cu 324.75,0.331
Especial 4,Cu 324.75,0.98
Especial 5,Cu 324.75,0.057
Columna #1,Cu 324.75,0.18
Columna #2,Cu 324.75,0.17
Columna #3,Cu 324.75,0.178
Columna #4,Cu 324.75,0.175
Columna #5,Cu 324.75,0.162
