Analista,,,,,,,,,,
Fecha de inicio,18/01/2023 11:57 a. m.  GMT: 18/01/2023 05:57 p. m.,,,,,,,,,
Hoja de trabajo,SA000065_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5036,,mg/L,1.6,0.016,-0.0005,0.0162,0.0162,0.0157
,BLANCO,0.0064,,mg/L,>100,0.0002,-0.0002,0.0001,0.0006,-0.0001
,BLANCO REACTIVO,0,,mg/L,53.8,0.001,-0.0009,0.0004,0.0015,0.001
,SA000065-001,0.475,,mg/L,1,0.0626,-0.0021,0.0633,0.0621,0.0624
,SA000065-002,0.1947,,mg/L,2.5,0.0264,-0.0018,0.0256,0.0267,0.0268
,SA000065-003,0.6727,,mg/L,0.3,0.0876,-0.0011,0.0874,0.0874,0.0879
,SA000065-004,0.4833,,mg/L,0.4,0.0634,-0.0017,0.0636,0.0632,0.0634
,SA000065-005,-0.0005,,mg/L,>100,-0.0001,-0.0014,-0.0006,0.0006,-0.0002
,PATRON,0.4866,,mg/L,2.8,0.0155,-0.0018,0.015,0.0157,0.0158
,SA000065-006,0.0998,,mg/L,3.1,0.0136,-0.0015,0.0137,0.0132,0.014
,SA000065-007,0.2746,,mg/L,0.9,0.0368,-0.0016,0.0371,0.0365,0.0368
,SA000065-008,0.2305,,mg/L,1.5,0.0306,-0.0011,0.0301,0.031,0.0307
,SA000065-009,0.1604,,mg/L,1.9,0.0217,-0.0012,0.0213,0.022,0.022
,SA000065-010,0.3133,,mg/L,1.2,0.0419,-0.0013,0.0413,0.0419,0.0423
,PATRON,0.4995,,mg/L,3.8,0.0154,-0.0001,0.0152,0.015,0.0161
,BLANCO,-0.0057,,mg/L,>100,-0.0002,0.0003,0,-0.001,0.0004
,BLANCO REACTIVO,0,,mg/L,82.2,0.0003,0,0,0.0005,0.0003
,SA000065-011,0.266,,mg/L,1.3,0.0352,0,0.0357,0.0348,0.0351
,SA000065-012,0.1096,,mg/L,2.8,0.0145,-0.0001,0.0144,0.0141,0.0149
,SA000065-013,0.0042,,mg/L,96.7,0.0006,-0.0001,0.0012,0.0001,0.0004
,SA000065-014,0.9343,,mg/L,0.1,0.1232,0.0004,0.1231,0.1234,0.1232
,SA000065-015,0.5572,,mg/L,0.5,0.0734,-0.0006,0.0731,0.0738,0.0733
,PATRON,0.5077,,mg/L,2.5,0.0157,-0.0003,0.0152,0.0158,0.016
,SA000065-016,0.0975,,mg/L,3.2,0.0129,-0.0009,0.0132,0.0124,0.0132
,SA000065-017,0.2689,,mg/L,1.8,0.0353,-0.0002,0.0345,0.0355,0.0357
,SA000065-018,0.481,,mg/L,0.6,0.0632,-0.0005,0.0632,0.0629,0.0636
,SA000065-019,0.2263,,mg/L,1.1,0.0295,-0.0005,0.0291,0.0298,0.0295
,SA000065-020,0.2775,,mg/L,1.3,0.036,-0.0002,0.0357,0.0366,0.0358
,PATRON,0.5042,,mg/L,0.5,0.0156,-0.0002,0.0155,0.0155,0.0156
,BLANCO,-0.0045,,mg/L,>100,-0.0001,-0.0002,-0.0003,0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0001,0.0008,0.0001,-0.0003
,SA000065-021,0.1153,,mg/L,1.9,0.0152,0,0.0155,0.015,0.015
,PATRON,0.5061,,mg/L,1,0.0156,-0.0003,0.0155,0.0155,0.0158
,BLANCO,-0.0053,,mg/L,>100,-0.0002,-0.0001,0,0,-0.0006
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0003,-0.0002,0.0003,0.0001
