Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.286
Cabeza puntual retorno,Cu 324.75,1.301
Celda #(F1+F2),Cu 324.75,1.470
Puntual Noroeste,Cu 324.75,0.165
Tubo 3,Cu 324.75,0.032
Comp. Cola Columna,Cu 324.75,0.714
Barren,Cu 324.75,0.774
Celda # 11-A,Cu 324.75,0.127
Celda # 11-B,Cu 324.75,1.388
Celda # 11-C,Cu 324.75,0.141
Celda #5-9,Cu 324.75,0.063
NE Tubo 1,Cu 324.75,25.60
NE Tubo 2,Cu 324.75,0.349
NE Tubo 4,Cu 324.75,0.063
NE Tubo 5,Cu 324.75,0.047
NE Tubo 6,Cu 324.75,0.063
NE Tubo 7,Cu 324.75,0.051
Barren Patios,Cu 324.75,0.654
Especial 1,Cu 324.75,0.111
Especial 2,Cu 324.75,0.084
Especial 3,Cu 324.75,0.162
Especial 4,Cu 324.75,0.115
Especial 5,Cu 324.75,0.112
